id,Espécie,jan,fev,mar,abr,mai,jun,jul,ago,set,out,nov,dez
431,Machaerium acutifolium,0,0,0,0,0,1,1,1,1,1,1,0
432,Machaerium hirtum,0,0,1,1,1,1,1,1,1,1,0,0
433,Machaerium nyctitans,0,0,0,0,0,1,1,1,1,0,0,0
434,Machaerium opacum,1,1,1,1,0,0,0,0,0,0,0,0
435,Machaerium paraguariense,0,0,0,1,1,1,0,0,0,0,0,0
436,Machaerium stipitatum,0,0,1,1,1,1,1,1,1,0,0,0
437,Machaerium villosum,0,0,0,0,0,0,0,1,1,0,0,0
438,Maclura tinctoria,1,0,0,0,0,0,0,0,1,1,1,1
439,Macrolobium acaciifolium,1,1,1,1,1,0,0,0,0,0,1,1
442,Macroptilium prostratum,0,0,0,0,0,0,0,0,0,1,1,0
444,Magnolia ovata,0,0,0,0,0,0,0,1,1,0,0,0
445,Magonia pubescens,0,0,0,1,0,0,0,1,1,1,1,0
446,Manilkara bidentata,0,1,1,0,0,0,0,0,0,0,0,0
447,Manilkara elata,1,1,1,0,0,0,1,1,1,1,1,1
448,Maprounea guianensis,0,0,0,0,0,0,0,0,1,1,0,0
449,Marcetia taxifolia,0,0,0,0,0,0,0,0,0,1,1,0
450,Matayba elaeagnoides,1,1,0,0,0,0,0,0,0,0,0,1
451,Matayba guianensis,1,1,1,0,0,0,0,0,0,0,0,0
452,Matayba inelegans,1,0,0,0,0,0,0,1,1,1,1,1
453,Mauritia flexuosa,1,1,1,1,1,1,1,1,1,1,1,1
454,Mauritiella armata,0,0,0,0,0,0,0,1,1,1,1,1
456,Maytenus ilicifolia,0,0,0,0,0,0,0,0,0,1,1,0
457,Maytenus rigida,0,0,0,0,0,0,0,1,1,1,1,1
458,Mesosetum chaseae,0,1,1,0,0,0,0,0,0,0,0,0
459,Mesosetum loliiforme,1,1,1,1,0,0,0,0,0,0,1,1
460,Metrodorea stipularis,0,0,0,0,0,1,1,0,0,0,0,0
461,Mezilaurus itauba,0,0,0,0,0,1,1,1,0,0,0,0
462,Miconia albicans,0,0,0,0,0,0,0,0,1,1,1,1
463,Miconia burchellii,1,1,0,0,0,0,0,1,1,1,1,1
464,Miconia chamissois,0,0,0,0,0,0,0,0,1,1,1,0
465,Miconia cinnamomifolia,1,1,0,0,0,0,0,0,0,0,0,1
466,Miconia ferruginata,0,0,0,1,1,1,1,1,1,0,0,0
467,Miconia longifolia,0,0,0,1,1,1,1,1,1,1,0,0
468,Micropholis guyanensis,1,1,1,0,0,0,0,0,1,1,1,1
469,Mimosa bimucronata,0,0,1,1,1,1,0,0,0,0,0,0
470,Mimosa claussenii,0,0,0,0,1,1,1,1,1,0,0,0
471,Mimosa scabrella,0,0,0,0,0,0,0,0,1,1,1,1
472,Mimosa tenuiflora,0,1,1,1,1,1,1,1,1,0,0,0
473,Minquartia guianensis,0,0,0,0,0,0,1,1,0,0,0,0
475,Moquiniastrum polymorphum,1,1,1,1,1,0,0,0,0,0,0,1
476,Mouriri apiranga,0,0,0,0,0,0,0,1,1,1,0,0
477,Mouriri elliptica,1,1,1,1,1,1,1,1,1,1,1,1
478,Mouriri guianensis,1,1,1,1,0,0,0,0,0,0,0,1
479,Mouriri pusa,0,0,0,0,0,0,1,1,1,1,1,1
480,Muellera campestris,0,0,0,0,0,1,1,0,0,0,0,0
481,Myracrodruon balansae,1,1,0,0,0,0,0,0,0,0,0,0
482,Myracrodruon urundeuva,0,0,0,0,0,0,1,1,1,1,0,0
483,Myrcianthes cisplatensis,1,1,1,0,0,0,0,0,0,0,0,0
484,Myrcianthes gigantea,1,1,0,0,0,0,0,0,0,0,0,1
485,Myrcianthes pungens,1,1,1,0,0,0,0,0,0,0,0,0
486,Myrciaria cuspidata,0,0,0,0,0,0,0,0,0,0,1,1
487,Myrciaria dubia,1,1,0,0,0,0,0,0,0,1,1,1
488,Myrciaria tenella,0,0,0,1,1,0,0,0,0,0,0,0
490,Myrcia selloi,0,0,0,0,0,0,0,0,0,0,1,1
491,Myrcia splendens,1,1,1,1,1,1,1,1,1,1,1,0
492,Myrcia tomentosa,1,0,0,0,0,0,0,0,0,1,1,1
493,Myrocarpus frondosus,1,1,1,1,1,1,1,1,1,1,1,1
494,Myroxylon peruiferum,0,0,0,0,0,0,0,0,0,1,1,1
495,Myrrhinium atropurpureum,0,1,1,0,0,0,0,0,0,0,0,0
496,Myrsine coriacea,0,0,0,0,0,0,0,1,1,1,1,1
497,Myrsine guianensis,1,0,0,0,0,0,0,0,0,0,1,1
500,Myrsine umbellata,0,0,0,0,0,1,1,0,0,0,0,0
501,Nectandra cuspidata,0,0,0,0,0,0,1,1,1,1,0,0
502,Nectandra lanceolata,1,0,0,0,0,0,0,0,0,0,0,1
503,Nectandra leucantha,1,0,1,0,0,0,0,0,0,1,0,0
504,Nectandra megapotamica,0,0,1,1,1,1,1,1,1,1,1,1
505,Nectandra membranacea,0,0,1,1,1,1,0,0,0,0,0,0
506,Nectandra oppositifolia,0,0,1,1,1,1,1,0,0,0,0,0
507,Ochroma pyramidale,0,0,0,0,0,0,0,0,1,1,0,0
509,Ocotea canaliculata,0,0,0,0,0,0,0,1,1,1,1,0
510,Ocotea odorifera,0,0,1,1,1,1,0,0,0,0,0,0
511,Ocotea puberula,0,0,0,0,0,0,0,0,1,1,1,1
512,Ocotea pulchella,0,0,0,0,1,1,1,0,0,0,0,0
513,Ocotea spixiana,0,0,0,0,0,0,0,1,1,1,1,1
514,Oenocarpus bacaba,1,1,1,1,0,0,0,0,0,0,0,1
515,Oenocarpus bataua,0,0,0,0,0,0,0,0,1,1,1,0
516,Oenocarpus minor,0,0,0,0,0,0,0,0,1,1,1,0
518,Ormosia fastigiata,0,0,0,0,0,0,0,1,1,1,1,0
519,Ouratea castaneifolia,0,0,0,0,0,0,0,0,0,0,1,1
520,Ouratea hexasperma,1,0,0,0,0,0,0,0,0,1,1,1
521,Ouratea spectabilis,1,0,0,0,0,0,0,0,0,1,1,1
522,Pachira aquatica,0,0,0,1,1,1,0,0,0,0,0,0
523,Pachira macrocalyx,0,0,0,0,0,0,0,1,1,1,1,1
524,Paepalanthus chiquitensis,0,0,1,1,1,1,1,1,1,0,0,0
526,Parapiptadenia rigida,1,1,1,1,1,1,1,0,0,0,0,0
527,Parapiptadenia zehntneri,0,0,1,1,1,1,1,1,1,1,0,0
528,Parinari obtusifolia,1,1,1,1,0,0,0,0,0,0,0,0
529,Parkia multijuga,0,0,0,0,0,0,0,0,1,1,1,1
530,Parkia nitida,0,0,0,0,0,0,0,0,0,1,1,0
531,Parkia pendula,1,1,1,0,0,0,0,0,0,0,1,1
532,Parkia platycephala,0,0,0,0,0,0,0,0,1,1,1,0
533,Parkinsonia aculeata,0,0,1,1,1,1,0,0,0,0,0,0
535,Paspalum carinatum,1,0,0,0,0,0,0,0,0,0,0,0
536,Paspalum convexum,1,1,0,0,0,0,0,0,0,1,1,1
537,Paspalum dilatatum,1,1,1,0,0,0,0,0,0,0,1,1
538,Paspalum erianthum,0,1,1,1,1,0,0,0,0,0,0,0
539,Paspalum fasciculatum,0,1,1,0,0,0,0,0,0,0,0,0
540,Paspalum gardnerianum,1,1,1,1,0,0,0,0,0,0,0,1
542,Paspalum guenoarum,1,1,1,0,0,0,0,0,0,0,0,0
543,Paspalum lepton,1,0,0,0,0,0,0,0,0,0,0,1
545,Paspalum notatum,1,1,1,1,1,0,0,0,0,1,1,1
547,Paspalum pauciciliatum,0,0,0,0,0,0,0,0,0,0,0,1
548,Paspalum plicatulum,1,1,1,0,0,0,0,0,0,0,0,1
550,Paspalum reduncum,1,0,0,0,0,0,0,0,0,1,1,1
551,Paspalum stellatum,0,0,0,1,1,0,0,0,0,0,0,0
553,Passiflora cincinnata,1,1,1,1,1,1,1,1,1,1,1,1
554,Passiflora setacea,0,0,0,0,0,0,0,0,0,1,0,0
555,Paullinia cupana,1,1,1,1,1,0,0,0,0,1,1,1
556,Peltogyne confertiflora,0,0,0,0,0,0,0,0,0,1,1,0
557,Peltophorum dubium,0,1,1,1,0,0,0,0,0,0,0,0
558,Pera glabrata,1,0,0,0,0,0,0,0,0,1,1,1
559,Pera heteranthera,0,0,0,0,1,1,1,1,1,1,0,0
560,Persea willdenovii,1,1,1,0,0,0,0,0,0,0,0,0
562,Physocalymma scaberrimum,0,0,0,0,0,0,0,0,1,1,0,0
563,Phytolacca dioica,1,1,0,0,0,0,0,0,0,0,1,1
564,Piper arboreum,1,1,1,1,1,1,0,0,0,0,0,1
565,Piptadenia gonoacantha,0,0,0,1,1,1,1,1,1,1,0,0
566,Piptadenia paniculata,0,0,0,0,1,1,0,0,0,0,0,0
567,Piptadenia viridiflora,0,0,0,0,0,0,0,1,1,1,0,0
568,Piptocarpha rotundifolia,0,0,0,0,0,1,1,1,0,0,0,0
570,Piptochaetium stipoides,0,0,0,0,0,0,0,0,1,1,1,1
572,Platonia insignis,1,1,1,1,0,0,0,0,0,0,0,1
573,Platymiscium floribundum,0,0,0,1,1,1,1,1,1,1,1,1
574,Platymiscium trinitatis,1,1,1,0,0,0,0,0,0,0,0,0
575,Platypodium elegans,0,0,0,0,0,0,0,0,1,1,0,0
576,Pleroma candolleana,1,1,0,0,0,0,0,0,0,0,0,1
577,Pleroma granulosa,0,0,0,1,1,0,0,0,0,0,0,0
578,Pleroma mutabilis,0,1,0,0,0,0,0,0,0,0,0,0
580,Podocarpus lambertii,1,0,0,0,0,0,0,0,0,0,1,1
581,Poincianella microphylla,1,1,1,1,1,1,0,0,0,0,0,1
582,Poincianella pyramidalis,1,1,1,1,1,1,1,1,1,1,0,1
583,Poraqueiba sericea,1,1,0,0,0,0,0,0,0,1,1,1
584,Pourouma cecropiifolia,0,0,0,0,0,0,1,1,1,1,1,0
585,Pourouma guianensis,0,0,0,0,0,0,0,0,0,0,1,1
586,Pouteria caimito,1,1,1,1,1,0,0,0,0,0,0,0
587,Pouteria gardneriana,0,1,1,0,0,0,0,0,0,0,0,0
588,Pouteria glomerata,1,1,1,1,1,1,1,1,0,0,0,0
589,Pouteria guianensis,0,0,0,0,0,0,0,0,1,1,0,0
590,Pouteria macrophylla,1,1,1,1,1,0,0,0,0,1,1,1
591,Pouteria ramiflora,1,1,0,0,0,0,0,0,0,1,1,1
593,Pouteria torta,1,1,0,0,0,0,0,0,0,1,1,1
596,Prosopis ruscifolia,0,0,0,0,0,0,0,0,0,0,1,1
597,Protium heptaphyllum,1,0,0,0,0,0,0,0,0,1,1,1
598,Protium ovatum,0,0,0,0,0,0,0,0,1,1,1,1
599,Protium spruceanum,1,1,0,0,0,0,0,0,0,0,0,0
600,Prunus subcoriacea,0,0,0,1,1,1,1,1,0,0,0,0
601,Pseudobombax grandiflorum,0,0,0,0,0,0,1,1,1,1,0,0
602,Pseudobombax longiflorum,0,0,0,0,0,0,1,1,1,1,1,0
603,Pseudobombax munguba,0,0,0,0,0,0,0,0,1,1,0,0
604,Pseudobombax tomentosum,0,0,0,0,0,1,1,1,1,1,0,0
605,Pseudopiptadenia psilostachya,0,0,0,0,0,1,1,1,1,1,1,1
606,Psidium cattleianum,1,1,1,0,0,0,0,0,0,0,0,0
607,Pterocarpus rohrii,0,0,0,0,1,0,0,0,1,0,1,0
608,Pterocarpus santalinoides,0,0,1,1,1,0,0,0,0,0,0,0
609,Pterodon emarginatus,1,1,1,1,1,1,1,0,1,1,1,1
610,Pterodon pubescens,0,0,0,0,0,1,1,1,1,0,0,0
611,Pterogyne nitens,0,0,0,0,1,1,1,1,1,1,1,0
612,Qualea dichotoma,0,0,0,0,0,0,0,1,1,0,0,0
613,Qualea grandiflora,1,1,1,1,1,1,1,1,1,0,0,1
614,Qualea paraensis,1,1,1,1,1,1,0,0,0,1,1,1
615,Qualea parviflora,0,0,0,0,0,0,1,1,1,1,1,0
616,Quararibea cordata,1,1,1,1,0,0,0,0,0,0,0,0
617,Quillaja brasiliensis,0,0,0,1,1,1,0,0,0,0,0,0
618,Rhamnidium elaeocarpum,1,1,1,0,0,0,0,0,0,0,0,1
619,Rhizophora mangle,1,1,1,0,0,0,0,0,1,1,1,1
620,Rhynchosia corylifolia,1,1,1,1,0,0,0,0,0,1,1,1
624,Rhynchospora tenuis,1,1,1,1,0,0,0,0,0,0,0,1
625,Riencourtia oblongifolia,1,1,1,1,1,1,0,0,0,0,1,1
626,Rinorea guianensis,1,1,1,1,0,0,0,0,0,0,0,0
627,Roupala montana,0,1,1,1,1,1,1,1,1,1,1,1
628,Rourea induta,0,0,0,0,0,0,0,0,1,1,1,1
629,Ruizterania belemnensis,0,1,1,1,0,0,0,0,0,0,0,0
630,Ruprechtia laxiflora,0,0,0,0,0,0,0,0,0,1,1,0
631,Saccharum asperum,0,1,1,1,0,0,0,0,0,0,0,0
632,Sacoglottis guianensis,1,0,0,0,0,0,0,0,0,0,0,1
633,Salacia crassifolia,1,1,1,1,1,0,0,0,0,0,1,1
634,Salacia elliptica,1,0,0,0,0,0,0,0,0,0,1,1
635,Salix humboldtiana,1,0,0,0,0,0,0,0,0,0,0,1
637,Sapindus saponaria,0,0,0,0,0,0,0,0,1,1,1,1
638,Sapium glandulosum,1,1,1,0,0,0,0,0,0,0,0,1
640,Schefflera angustissima,1,1,1,1,1,1,1,1,0,1,1,1
641,Schefflera morototoni,0,0,0,1,1,1,1,1,1,1,1,0
642,Schinopsis brasiliensis,1,1,1,1,1,0,0,1,1,1,1,1
644,Schinus longifolia,1,1,1,1,1,0,0,0,0,0,0,1
645,Schinus molle,1,1,1,1,1,0,0,0,0,0,0,0
646,Schinus terebinthifolia,1,1,1,1,1,1,1,0,0,0,0,1
648,Schizachyrium microstachyum,1,1,1,1,1,0,1,1,1,1,1,1
649,Schizachyrium salzmannii,1,0,0,0,0,0,0,0,0,1,1,1
650,Schizachyrium sanguineum,0,0,0,1,1,1,0,0,0,0,0,0
651,Schizachyrium tenerum,1,1,1,1,1,0,0,0,0,0,0,0
652,Schizolobium parahyba,0,0,1,1,1,1,1,1,0,0,0,0
653,Schizolobium parahyba,0,0,0,0,0,0,1,1,1,0,0,0
655,Sebastiania brasiliensis,0,1,0,0,0,0,0,0,0,0,0,0
657,Senna alata,0,0,1,1,1,1,1,1,1,1,0,0
658,Senna macranthera,0,0,0,0,0,1,1,1,0,0,0,0
659,Senna multijuga,0,0,0,0,0,1,1,1,1,1,0,0
660,Setaria parviflora,1,1,1,1,1,0,0,1,1,1,1,1
661,Setaria sulcata,0,0,1,1,1,0,0,0,0,0,0,0
662,Setaria vaginata,1,1,1,1,1,0,0,0,0,0,1,1
664,Simaba guianensis,1,1,1,0,0,0,0,0,0,1,1,1
665,Simarouba amara,1,1,1,0,0,0,0,0,0,1,1,1
666,Simarouba versicolor,0,0,0,0,0,0,0,0,0,0,1,1
667,Siparuna guianensis,0,1,1,1,0,0,0,0,0,0,0,0
668,Socratea exorrhiza,1,1,1,1,1,1,1,0,0,0,0,0
669,Solanum lycocarpum,0,0,1,1,1,1,1,0,0,0,0,0
671,Sorocea duckei,0,0,0,0,1,1,1,0,0,0,0,0
672,Spondias mombin,1,1,1,1,1,1,1,0,0,1,1,1
673,Spondias tuberosa,1,1,1,0,0,0,0,0,0,1,1,1
674,Steinchisma hians,0,0,0,0,0,0,0,1,1,1,1,1
675,Sterculia apetala,0,0,0,0,1,1,1,1,1,0,0,0
676,Sterculia excelsa,1,1,1,1,1,1,0,0,0,0,1,1
677,Sterculia striata,0,0,0,0,0,0,0,1,1,0,0,0
678,Strychnos pseudoquina,0,0,0,0,1,1,1,1,1,1,0,0
679,Stryphnodendron adstringens,1,1,1,1,1,1,1,0,0,0,1,1
680,Stryphnodendron pulcherrimum,1,1,0,0,0,0,0,0,0,0,0,0
681,Stryphnodendron rotundifolium,1,1,1,0,0,0,0,0,0,1,1,1
682,Stylosanthes capitata,0,0,0,0,1,1,1,1,1,1,1,0
686,Styrax ferrugineus,0,0,0,0,0,0,0,0,0,1,1,1
688,Swartzia jorori,0,0,0,0,0,0,1,1,1,1,1,0
689,Swartzia langsdorffii,0,1,1,1,0,0,0,0,0,0,0,0
690,Swartzia polyphylla,1,1,1,1,1,0,0,0,0,1,1,1
691,Swietenia macrophylla,1,1,1,1,1,0,0,0,0,1,1,1
692,Syagrus flexuosa,1,0,0,0,1,1,1,1,1,1,1,1
693,Syagrus oleracea,0,0,0,0,0,0,0,0,1,1,1,0
694,Syagrus romanzoffiana,0,0,0,1,1,1,1,1,1,1,1,0
695,Symphonia globulifera,1,1,1,1,1,1,1,1,1,1,1,1
696,Symplocos uniflora,1,1,1,0,0,0,0,0,0,0,0,1
697,Syngonanthus nitens,0,0,0,0,0,0,0,1,1,1,1,0
698,Tabebuia aurea,0,0,0,0,0,0,0,0,1,1,1,0
699,Tabebuia cassinoides,0,0,0,1,1,1,1,1,1,0,0,0
702,Tabernaemontana laeta,1,1,1,1,1,0,0,0,0,0,1,1
703,Tachigali aurea,0,1,1,1,1,1,1,1,0,0,0,0
704,Tachigali glauca,0,0,0,0,1,1,1,1,1,0,0,0
705,Tachigali rugosa,0,0,0,1,1,1,1,0,0,0,0,0
706,Tachigali subvelutina,0,0,0,0,0,0,0,0,1,1,0,0
707,Tachigali vulgaris,0,0,0,0,0,0,1,1,0,0,0,0
708,Talisia esculenta,1,1,1,0,0,0,0,0,0,0,0,0
709,Tapirira guianensis,1,1,1,0,0,0,0,0,0,1,1,1
710,Tapirira obtusa,1,1,1,1,1,1,1,1,1,1,1,1
711,Tapura amazonica,0,0,0,0,1,1,1,1,1,1,1,0
712,Terminalia amazonia,1,1,1,1,0,0,0,0,0,0,0,0
713,Terminalia argentea,0,0,0,1,1,1,1,1,1,1,1,0
714,Terminalia australis,1,1,1,0,0,0,0,0,0,0,0,1
715,Terminalia fagifolia,1,1,1,1,1,0,0,0,0,0,0,0
716,Theobroma cacao,0,0,0,1,1,1,1,1,1,0,0,0
717,Theobroma grandiflorum,0,1,1,1,0,0,0,0,0,0,0,0
718,Tibouchina gracilis,0,1,1,1,1,1,1,0,0,0,0,0
719,Tococa guianensis,0,0,0,0,0,0,0,0,1,1,1,0
720,Tocoyena formosa,1,1,1,1,1,1,0,0,0,0,0,0
721,Trachypogon spicatus,0,0,0,0,0,1,0,0,0,0,0,0
722,Trattinnickia rhoifolia,1,1,1,1,1,1,1,0,1,1,1,1
724,Trembleya parviflora,0,1,1,1,1,1,1,1,1,1,0,0
725,Trichanthecium cyanescens,0,0,1,1,1,1,0,0,0,0,0,0
726,Trichilia catigua,0,1,1,0,0,0,0,0,0,0,0,0
727,Trichilia elegans,1,1,1,0,0,0,0,0,0,0,0,0
728,Trichilia pallida,0,0,0,0,0,1,1,1,1,0,0,0
729,Trifolium polymorphum,0,0,0,0,0,0,0,0,0,0,1,1
730,Triplaris americana,1,0,0,0,0,0,0,0,1,1,1,1
731,Triplaris gardneriana,0,0,0,0,0,0,0,1,1,1,0,0
732,Tristachya leiostachya,1,1,1,1,1,1,1,0,0,0,0,1
733,Uncaria guianensis,0,0,0,0,0,0,1,1,1,1,0,0
737,Vachellia farnesiana,1,0,0,0,0,0,0,0,0,1,1,1
738,Vatairea guianensis,0,0,1,1,1,1,0,0,0,0,0,0
739,Vatairea macrocarpa,0,0,0,0,0,0,0,0,1,1,1,0
740,Vatairea paraensis,1,1,0,0,0,0,0,0,0,0,0,1
741,Vataireopsis speciosa,0,0,0,0,0,0,0,1,1,0,0,0
742,Vellozia dasypus,1,1,1,1,0,0,0,0,0,0,1,1
743,Vellozia epidendroides,0,0,0,1,1,1,0,0,0,0,0,0
744,Vellozia squamata,0,0,0,0,0,1,1,1,1,1,0,0
746,Virola michelii,1,0,0,0,0,0,0,0,1,1,1,1
747,Virola sebifera,0,0,0,0,1,1,1,1,1,1,0,0
748,Virola surinamensis,1,0,0,0,0,0,0,0,0,0,0,1
749,Vitex cymosa,0,0,0,0,0,0,0,0,0,1,1,1
750,Vitex megapotamica,0,1,1,1,0,0,0,0,0,0,0,0
751,Vitex polygama,1,1,1,1,1,1,1,1,1,1,1,1
752,Vochysia divergens,1,1,1,0,0,0,0,0,1,1,1,1
753,Vochysia elliptica,0,0,0,0,0,0,0,0,1,1,1,1
754,Vochysia maxima,1,1,1,1,1,1,1,0,0,0,0,0
755,Vochysia pyramidalis,1,1,1,0,0,0,0,0,0,0,0,1
756,Vochysia rufa,0,0,0,1,1,1,1,1,1,1,0,0
757,Vochysia surinamensis,0,0,0,0,0,0,0,0,0,1,1,0
758,Vochysia thyrsoidea,1,1,1,1,1,1,0,0,0,0,1,1
759,Vochysia tucanorum,1,1,1,0,0,0,1,1,1,1,1,1
760,Vouacapoua americana,0,0,0,0,0,0,0,0,0,1,1,0
761,Ximenia americana,0,0,0,0,0,0,0,0,0,1,1,1
762,Xylopia aromatica,1,1,1,1,1,1,1,1,1,1,1,1
763,Xylopia emarginata,0,0,0,0,0,1,1,1,1,1,1,0
764,Xylopia frutescens,0,0,0,0,0,0,1,0,0,0,0,0
765,Xylopia sericea,0,0,0,0,0,0,0,1,1,1,0,0
769,Xyris longiscapa,1,1,1,1,1,1,1,0,0,0,0,1
770,Xyris platystachya,0,0,0,1,1,1,0,0,0,0,0,0
771,Xyris trachyphylla,0,0,0,0,0,1,1,0,0,0,0,0
772,Zanthoxylum caribaeum,1,0,0,0,0,0,0,0,0,1,1,1
773,Zanthoxylum fagara,1,1,1,0,0,0,0,0,0,0,0,0
774,Zanthoxylum rhoifolium,0,1,1,1,1,1,0,0,0,0,0,0
775,Zanthoxylum riedelianum,0,0,0,0,0,0,1,1,1,1,0,0
776,Zanthoxylum rigidum,0,0,0,0,0,0,0,1,1,1,1,0
777,Zeyheria montana,0,0,0,0,1,1,1,1,1,0,0,0
778,Zeyheria tuberculosa,0,0,0,0,0,1,1,1,1,0,0,0
779,Ziziphus joazeiro,0,0,1,1,1,1,1,1,1,0,0,0
780,Ziziphus oblongifolia,1,1,1,1,1,1,0,0,0,0,0,0
781,Zollernia paraensis,1,0,0,0,0,0,0,0,0,0,1,1
